id,name,URL
75,Italy,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/75
50,France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50
189,England,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/189
40,Germany,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/40
157,Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157
